filenames,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,labels
image_0.png,-0.3674421,0.13914178,-0.21390969,0.83160377,-0.013275784,0.10309249,-0.37632015,0.57277524,-0.41553897,0.2950173,-0.035129372,-0.038042806,-0.08991134,-0.04819389,0.753311,-0.46363205,-0.07684163,0.117740795,0.37774873,-0.6115512,0.00605232,0.034973823,-0.07575876,0.5270214,-0.06408166,-0.5130269,0.43547255,0.6678936,-0.6291013,-0.3318743,0.33934793,0.7807673,0
image_1.png,0.08141808,-0.11886503,-0.019992478,0.8746582,0.23655106,0.4232356,-0.12143639,0.53913045,0.41873962,0.20017998,-0.20038807,-0.2705699,0.56470805,0.4946591,-0.08532618,-0.54858124,0.38613042,0.24478726,0.30906627,-0.5789948,-0.15829805,0.27365673,-0.019626213,0.34330443,-0.103215784,-0.5537952,0.5263866,0.33278057,-0.21618608,-0.41724136,0.14810224,0.28536257,0
image_2.png,0.22743537,-0.24184412,-0.20558688,0.30434912,0.17753986,0.4487263,-0.036107432,-0.26126346,-0.2723554,0.28571916,0.21844944,-0.04893673,0.15844205,0.09771044,-0.0016335255,-0.3060491,0.15740317,0.01085583,-0.1715705,-0.007564863,0.5023207,0.29073086,-0.2467475,0.1728872,-0.5450203,-0.18714876,-0.06427438,0.042437673,-0.18109627,0.050996445,0.27384156,0.4844548,0
image_3.png,0.05016972,-0.17003231,0.36068866,0.9299806,0.3899862,0.3575652,-0.07754338,0.021010946,0.5214593,0.29033116,-0.1339571,0.1068846,0.54112536,0.06694009,0.18798357,-0.3111815,-0.15794125,0.14816874,0.26200554,-0.92369866,-0.2277707,0.3555835,0.14722022,0.5636146,0.40299508,-0.37022462,0.25203976,0.29882246,-0.6378083,0.21082185,0.10597911,-0.19526199,0
image_4.png,-1.1965503,-0.32872823,-0.23964384,1.5273141,0.6663174,-0.15933411,-0.7666913,0.5721088,-0.6006882,0.4325397,0.8377161,0.5681402,-0.7545889,0.93805736,1.4361972,-1.2554162,0.20427161,0.34548452,0.57560635,-0.80935895,-0.565331,1.2193189,1.1758631,-0.43432721,-0.0039457856,-0.44010028,0.89436233,0.7066513,-1.239366,0.5328989,0.4840125,0.78760755,0
image_5.png,-0.1389039,0.2969406,-0.32609457,0.42539808,-0.29831368,0.12661035,-0.10566484,-0.299229,-0.5427297,-0.14079951,0.64571035,0.19960271,-0.3531967,-0.056116913,0.31617573,-0.16540793,-0.07797065,-0.45757988,0.7876231,-0.48209506,0.6354486,-0.0075364457,0.34246156,-0.3401297,-0.40280324,-0.40773478,0.27296135,0.68513685,-0.031707987,0.029132163,0.2608016,0.56457293,0
image_6.png,-0.33727506,-0.034213826,0.030619236,0.3798562,-0.70833284,0.034563474,-0.86422545,1.2595484,-0.9882732,0.42144495,-0.66654295,-0.33072194,0.28085437,0.17271355,0.55344963,-0.2222427,-0.08306168,-0.014285354,-0.4658569,-0.19132468,-0.18799055,-0.06254003,-0.2574087,1.2736554,-0.27746028,0.06061496,0.5749827,0.45678073,-0.682511,-1.0776652,1.2177503,1.4467292,0
image_7.png,0.028933497,0.049907003,-0.15215695,0.1527972,-0.12252687,0.1905103,-0.015955908,-0.22276372,-0.021629363,0.043459844,0.26801726,0.043393288,-0.057230163,-0.07044565,0.14386578,-0.23517421,-0.05116304,0.03506134,0.6075982,-0.21754622,0.21144319,-0.14122821,0.16819884,-0.0738974,-0.20858751,-0.16660346,0.022134416,0.34247774,0.11496847,-0.09688304,-0.010638001,0.012118992,0
image_8.png,-0.02133617,0.097817674,0.039196335,1.1786069,0.67330843,0.061542895,-0.11247032,0.41813594,-0.09708537,0.26997575,0.40016732,0.018927168,0.4324717,0.06452248,0.3302696,-0.23822364,-0.15872401,0.29895583,0.31272036,-0.53798676,0.44902918,0.30273694,-0.0444511,0.06467987,-0.14812095,-0.63016695,0.06758913,0.41490716,-0.6162695,0.28726634,-0.36982363,0.7671487,0
image_9.png,-0.7881474,-0.45788494,0.39672235,1.8904394,-0.038264945,-0.014635784,-1.1327354,1.4410961,-0.472273,0.23677939,-0.18244177,0.21464925,0.028079526,1.2991711,0.8294292,-0.9530122,0.12966926,0.1449694,0.035152078,-1.1732476,-0.12202953,1.2283556,0.023233358,0.3637473,-0.14295514,-0.8651015,0.9283412,0.6138508,-1.042112,-0.04346225,0.66906476,1.1156151,0
image_10.png,0.10826688,-0.017504334,-0.3266336,0.9494412,0.32647067,0.15697825,0.36318022,0.02550217,0.15411311,-0.2433231,0.059013527,-0.54291314,-0.1179867,0.21120942,-0.2816352,-0.788961,0.6011934,-0.37155473,-0.06543311,-0.79651827,0.20242867,0.9082638,-0.21239783,0.2910275,-0.10974877,-0.4880089,1.0281578,0.38973388,-0.51342833,0.32852018,0.1772672,0.63544685,0
image_11.png,0.1252369,-0.15158753,-0.022898564,0.22746022,0.058235046,0.2766802,0.07222258,-0.26548362,-0.107586995,0.09294507,0.37218475,-0.18839566,0.068854675,0.052289195,-0.18905558,-0.14765476,0.061139334,-0.13953534,0.08354896,-0.23851477,0.20854324,0.2827115,0.01594048,0.05805398,-0.24396904,0.024981871,0.053124215,0.19050391,-0.27078444,0.19084848,0.108806334,0.20792168,0
image_12.png,0.2925011,0.2630776,0.026665691,0.74252075,-0.14165181,0.12764189,-0.1228846,-0.21796541,0.063523516,-0.5181777,-0.2276251,-0.57948816,-0.255362,-0.06041941,-0.029992374,-0.8639657,0.6739328,-0.43762442,0.0036367031,-0.8576284,0.71383494,0.42392725,-0.099198334,0.8263923,-0.47609517,-0.4103311,1.2021714,0.6770064,-0.7006496,0.73868465,0.6940327,0.6350084,0
image_13.png,-0.16017967,0.07434627,-0.01904215,1.1596375,0.31649116,0.26264995,-0.03386715,0.41505384,0.018907553,0.35893688,0.44699708,-0.098394275,0.15689656,-0.03605586,0.23556045,-0.4554803,0.027595064,0.49713776,0.7897248,-0.668553,-0.23750599,0.47831765,0.6639956,-0.077119164,-0.08790142,0.07973934,0.16231988,0.44783098,-0.5305843,0.3158524,-0.109292254,0.36568755,0
image_14.png,-0.6775193,-0.22001308,-0.103317305,1.4053682,0.515673,0.27909482,-0.48953715,0.09412934,-0.31510597,-0.04414208,-0.2900048,-0.62896204,-0.08547831,0.39631224,1.1656443,-1.9583623,0.49217346,-0.23259667,-0.23538491,-0.79511034,1.2007551,1.3043118,-0.3929151,0.74140453,-0.7123883,-1.222021,1.0787443,0.94120634,-0.7971756,1.1111937,1.1030563,1.1991534,0
image_15.png,-0.21542083,0.0962816,0.24026038,1.3328362,-0.8368974,-0.121902004,-0.8130511,0.60411215,-0.35611647,-0.5093436,-0.64694136,-0.28483602,0.0063952385,0.38014483,0.16484979,-0.53270155,0.20331037,-0.8083198,-0.05026084,-1.5143483,0.75291,0.7424863,-0.21816318,1.0275846,-0.27377027,-1.0811714,1.4780588,0.9941359,-0.84322494,0.50227296,1.3343486,1.0355946,0
image_16.png,-0.3697013,-0.39705494,-0.21817698,1.4997816,0.40692073,0.3110598,-0.7334712,0.5106682,-0.0672981,0.44150493,-0.1557193,-0.20016183,0.32215616,0.4698846,0.7192424,-1.423824,0.38968226,0.4305173,-0.16796027,-0.72158384,0.036736287,1.3322735,0.042680796,0.43662047,-0.6259303,-0.5777659,0.7115255,0.60331184,-0.48694313,0.34287697,0.4065355,0.82663286,0
image_17.png,-0.16797608,-0.11583025,0.08272759,0.40696502,0.38574672,0.34870735,0.0015361854,0.198247,0.124456346,0.37225565,0.1870297,-0.23037918,0.32066098,0.14756812,0.23497409,-0.4819215,0.035010573,0.34682882,0.2675977,-0.38708705,-0.3450882,0.29750466,0.30665442,0.18540885,0.046408206,0.09393992,0.16034877,0.31123543,-0.33669645,-0.12116665,0.11012744,0.07109437,0
